,exog,endog,probabilities
4804,"[0, 0, 5, 0, 15, 29, 33, 24, 21, 0]",0,0.042857
34949,"[1, 0, 14, 0, 10, 19, 33, 32, 15, 13, 17, 25, 15, 20, 16, 33, 7, 26, 26]",0,0.04285506
40290,"[0, 0, 14, 0, 31, 30, 0, 29, 28, 6, 0, 24, 8, 1, 32, 22, 11, 26, 31]",0,0.042851277
10173,"[0, 1, 11, 0, 15, 28, 32, 29, 2, 25, 23, 26, 10, 12, 3, 27]",0,0.042850554
5985,"[0, 1, 7, 0, 23, 0, 33, 17, 29, 31, 22, 20]",0,0.042849652
32108,"[1, 1, 8, 0, 30, 27, 31, 21, 2, 11, 8, 8, 7]",0,0.042830843
39287,"[1, 0, 9, 0, 9, 0, 17, 30, 18, 32, 19, 33, 20, 13]",0,0.042829435
23168,"[1, 0, 6, 0, 27, 30, 5, 9, 3, 20, 22]",0,0.042826016
11688,"[0, 1, 10, 0, 33, 30, 27, 25, 25, 10, 26, 7, 14, 22, 0]",0,0.042824797
14072,"[0, 1, 9, 0, 25, 20, 12, 11, 24, 23, 13, 23, 24, 33]",0,0.04281958
17951,"[0, 0, 9, 0, 23, 27, 28, 30, 19, 17, 3, 7, 8, 11]",0,0.042819146
20035,"[1, 0, 15, 0, 12, 0, 6, 33, 16, 33, 31, 0, 2, 29, 30, 5, 29, 6, 24, 26]",0,0.04281309
38712,"[0, 0, 9, 0, 13, 29, 17, 27, 8, 12, 15, 15, 5, 17]",0,0.042809572
14121,"[2, 0, 8, 0, 15, 0, 8, 31, 17, 16, 2, 19, 5]",0,0.04280918
28785,"[1, 0, 6, 0, 3, 23, 24, 25, 8, 0, 6]",0,0.04280662
17767,"[0, 0, 7, 0, 0, 8, 10, 30, 29, 12, 4, 13]",0,0.042797476
20274,"[0, 0, 12, 1, 14, 28, 33, 21, 11, 22, 10, 5, 5, 19, 31, 31, 32]",0,0.042793173
9950,"[1, 1, 7, 0, 9, 0, 17, 27, 3, 31, 22, 6]",0,0.042785272
11532,"[1, 0, 9, 0, 27, 22, 9, 3, 32, 6, 20, 2, 17, 21]",0,0.042782154
37317,"[1, 0, 7, 0, 17, 27, 30, 30, 17, 4, 23, 25]",0,0.042779576
23027,"[1, 0, 11, 1, 30, 8, 0, 18, 11, 32, 14, 26, 6, 14, 33, 33]",0,0.04277867
28026,"[1, 0, 11, 0, 14, 27, 28, 31, 5, 32, 30, 7, 22, 22, 1, 17]",0,0.042774923
19419,"[0, 1, 14, 0, 26, 30, 28, 16, 14, 15, 10, 4, 0, 17, 23, 1, 33, 25, 14]",0,0.04276708
25379,"[1, 0, 7, 0, 11, 33, 8, 12, 30, 4, 2, 22]",0,0.042763267
38247,"[1, 0, 9, 0, 20, 18, 9, 23, 17, 1, 26, 24, 5, 14]",0,0.042752795
24070,"[1, 0, 11, 0, 31, 1, 4, 20, 22, 6, 7, 29, 7, 0, 19, 31]",0,0.042751927
1229,"[0, 0, 7, 0, 33, 26, 8, 6, 13, 16, 15, 24]",0,0.0427514
34555,"[1, 1, 10, 0, 13, 27, 18, 24, 21, 5, 15, 25, 19, 9, 13]",0,0.042742796
7124,"[1, 0, 9, 0, 21, 30, 27, 8, 11, 31, 18, 23, 14, 15]",0,0.042728964
32431,"[0, 0, 10, 0, 0, 9, 17, 33, 8, 12, 32, 32, 16, 2, 22]",0,0.042726964
25755,"[0, 1, 10, 0, 30, 28, 8, 1, 8, 2, 14, 22, 15, 14, 11]",0,0.042725496
29460,"[1, 0, 10, 0, 19, 26, 31, 17, 17, 33, 32, 26, 1, 6, 20]",0,0.042704202
38423,"[0, 0, 8, 0, 18, 29, 12, 28, 19, 4, 2, 3, 22]",0,0.04269665
2939,"[0, 0, 7, 0, 27, 27, 8, 22, 25, 23, 25, 29]",0,0.042695057
9167,"[0, 0, 7, 0, 21, 30, 27, 3, 31, 15, 8, 5]",0,0.04269424
28032,"[1, 0, 11, 0, 5, 30, 27, 10, 16, 19, 13, 33, 12, 14, 31, 24]",0,0.042691745
29271,"[1, 0, 9, 0, 10, 27, 17, 33, 10, 19, 0, 0, 16, 5]",0,0.042687714
12231,"[1, 0, 10, 0, 0, 32, 28, 25, 12, 15, 12, 31, 21, 23, 17]",0,0.042680748
17646,"[0, 1, 14, 0, 15, 28, 30, 31, 8, 33, 32, 32, 17, 22, 22, 2, 20, 9, 7]",0,0.04267462
39790,"[0, 1, 10, 0, 26, 28, 32, 8, 4, 8, 10, 23, 22, 24, 5]",0,0.042666137
31639,"[1, 0, 5, 0, 20, 23, 14, 3, 5, 8]",0,0.042661354
14941,"[1, 0, 8, 0, 22, 30, 0, 16, 30, 11, 24, 19, 12]",0,0.04266047
28432,"[0, 0, 9, 0, 0, 8, 8, 27, 6, 12, 10, 31, 20, 12]",0,0.04265746
28841,"[0, 0, 5, 0, 8, 18, 19, 19, 21, 16]",0,0.04263876
27539,"[1, 1, 9, 0, 32, 27, 19, 30, 26, 25, 17, 15, 23, 14]",0,0.042638585
23864,"[1, 1, 10, 0, 29, 25, 8, 7, 28, 24, 7, 25, 2, 16, 16]",0,0.04262891
41945,"[1, 0, 10, 0, 28, 8, 27, 31, 1, 21, 32, 18, 4, 23, 15]",0,0.042625207
37367,"[0, 0, 10, 0, 8, 29, 28, 8, 17, 5, 13, 22, 27, 20, 1]",0,0.0426203
29509,"[1, 1, 10, 0, 25, 30, 9, 31, 28, 28, 2, 22, 5, 15, 27]",0,0.042615972
1491,"[0, 0, 10, 0, 24, 18, 9, 4, 31, 6, 7, 13, 28, 20, 17]",0,0.042615946
34273,"[1, 0, 7, 0, 4, 9, 30, 14, 14, 33, 11, 6]",0,0.042615496
23051,"[1, 0, 11, 0, 3, 29, 0, 10, 24, 2, 22, 1, 25, 10, 18, 6]",0,0.042614583
23548,"[1, 0, 9, 0, 14, 26, 12, 1, 20, 22, 7, 6, 5, 33]",0,0.0426111
32072,"[0, 0, 9, 0, 10, 29, 33, 26, 20, 6, 3, 26, 19, 24]",0,0.04260484
7114,"[0, 1, 3, 0, 30, 30, 23, 13]",0,0.042604137
15071,"[1, 0, 6, 0, 30, 24, 4, 22, 24, 20, 13]",0,0.042595956
29077,"[0, 0, 9, 1, 7, 18, 0, 17, 6, 15, 11, 4, 25, 27]",0,0.042595066
28813,"[1, 0, 7, 0, 17, 10, 8, 14, 3, 29, 15, 3]",0,0.04259068
13293,"[0, 0, 7, 0, 31, 27, 33, 9, 1, 28, 10, 6]",0,0.042586002
34382,"[0, 1, 7, 0, 29, 29, 26, 32, 27, 24, 22, 6]",0,0.042582233
28817,"[0, 0, 4, 0, 7, 7, 16, 5, 3]",0,0.042578217
30835,"[0, 0, 11, 0, 33, 26, 29, 30, 17, 27, 26, 1, 14, 13, 23, 33]",0,0.042565733
19876,"[1, 0, 9, 0, 16, 33, 31, 5, 10, 6, 8, 24, 14, 5]",0,0.0425631
38286,"[0, 0, 10, 0, 1, 8, 33, 32, 18, 27, 20, 28, 3, 25, 9]",0,0.04256226
18437,"[1, 0, 4, 0, 31, 15, 13, 11, 21]",0,0.042561464
7332,"[0, 0, 12, 0, 6, 26, 18, 23, 5, 8, 32, 9, 7, 17, 2, 17, 14]",0,0.0425469
22529,"[1, 0, 5, 0, 32, 28, 11, 21, 12, 24]",1,0.042546082
29044,"[0, 0, 7, 0, 15, 10, 1, 1, 12, 13, 15, 5]",0,0.04253829
32863,"[0, 0, 8, 0, 23, 10, 30, 27, 10, 32, 22, 3, 31]",0,0.042530093
4937,"[0, 0, 12, 0, 31, 30, 9, 33, 29, 25, 12, 21, 25, 25, 13, 20, 16]",0,0.04252949
20753,"[0, 0, 10, 0, 31, 9, 17, 17, 30, 11, 3, 1, 16, 24, 3]",0,0.042529404
16123,"[0, 0, 4, 0, 10, 29, 0, 24, 3]",0,0.042524796
22056,"[1, 0, 4, 0, 12, 2, 12, 17, 18]",0,0.04252338
35537,"[1, 0, 10, 0, 16, 29, 27, 17, 14, 2, 11, 9, 5, 7, 0]",0,0.04252162
13332,"[0, 0, 10, 0, 16, 28, 33, 7, 8, 18, 26, 20, 21, 3, 4]",0,0.042519998
401,"[1, 0, 7, 0, 26, 28, 26, 8, 18, 10, 22, 4]",0,0.042518582
11972,"[0, 0, 10, 0, 21, 30, 9, 33, 1, 7, 8, 13, 13, 17, 2]",0,0.04251802
9046,"[1, 0, 10, 0, 19, 17, 29, 31, 23, 11, 25, 15, 28, 7, 1]",0,0.042513143
4106,"[0, 0, 6, 0, 11, 9, 15, 2, 4, 5, 10]",0,0.042507652
18509,"[1, 1, 10, 0, 31, 26, 18, 30, 17, 8, 11, 14, 5, 31, 3]",0,0.04250579
9052,"[0, 0, 10, 0, 31, 33, 9, 6, 7, 20, 16, 25, 27, 15, 13]",0,0.04250557
14580,"[1, 0, 15, 0, 2, 0, 26, 18, 32, 9, 7, 17, 12, 29, 6, 7, 14, 1, 17, 9]",0,0.04250551
19112,"[0, 0, 14, 0, 19, 26, 19, 10, 31, 31, 6, 31, 22, 12, 3, 0, 10, 27, 18]",0,0.04250408
30932,"[1, 0, 12, 0, 5, 29, 9, 8, 10, 28, 9, 20, 33, 18, 10, 31, 22]",0,0.04250375
37333,"[0, 0, 12, 0, 26, 17, 15, 13, 2, 0, 1, 3, 4, 31, 29, 8, 33]",0,0.04250261
14199,"[1, 0, 12, 0, 23, 9, 17, 27, 32, 7, 5, 5, 15, 18, 14, 0, 6]",0,0.04249219
38817,"[1, 1, 8, 0, 24, 29, 28, 10, 11, 8, 15, 16, 12]",0,0.042488597
31975,"[1, 1, 14, 0, 22, 0, 28, 33, 27, 10, 6, 4, 16, 32, 4, 27, 0, 27, 20]",0,0.04248573
11618,"[0, 0, 10, 0, 25, 20, 1, 31, 15, 25, 12, 19, 11, 27, 7]",0,0.04248444
36250,"[1, 0, 4, 0, 19, 26, 24, 14, 5]",0,0.042477585
6912,"[1, 1, 10, 0, 1, 30, 28, 31, 33, 7, 20, 19, 22, 23, 6]",0,0.042477284
9821,"[0, 0, 16, 0, 10, 28, 33, 16, 31, 30, 33, 20, 4, 17, 28, 2, 19, 29, 26, 15, 21]",0,0.042448837
7979,"[0, 0, 6, 0, 30, 17, 0, 7, 6, 12, 4]",0,0.042446416
11284,"[0, 1, 8, 0, 10, 29, 31, 6, 33, 21, 13, 24, 22]",0,0.042446174
34703,"[0, 0, 12, 0, 19, 28, 14, 29, 9, 11, 5, 5, 33, 7, 9, 14, 33]",0,0.042444993
5326,"[1, 1, 12, 0, 30, 29, 33, 0, 27, 10, 3, 22, 22, 32, 31, 14, 20]",0,0.04242882
14048,"[0, 0, 11, 0, 24, 0, 10, 8, 9, 15, 7, 5, 11, 28, 33, 17]",0,0.042427223
5206,"[0, 0, 11, 0, 11, 31, 25, 30, 25, 8, 33, 33, 16, 15, 12, 18]",0,0.042419765
994,"[0, 0, 8, 0, 16, 30, 0, 27, 17, 1, 1, 1, 24]",0,0.042411976
40178,"[1, 0, 10, 0, 2, 27, 29, 19, 31, 8, 10, 25, 11, 10, 15]",0,0.042411216
19733,"[1, 0, 5, 0, 6, 28, 25, 3, 12, 6]",0,0.042405766
37634,"[1, 0, 11, 0, 15, 26, 33, 32, 28, 19, 23, 30, 12, 10, 10, 3]",0,0.042401522
960,"[1, 0, 10, 0, 11, 30, 9, 8, 6, 15, 33, 22, 22, 31, 4]",0,0.042399704
1464,"[0, 0, 9, 0, 14, 30, 28, 16, 26, 25, 23, 12, 23, 33]",0,0.04238847
5265,"[0, 0, 8, 0, 28, 32, 1, 24, 8, 6, 23, 9, 12]",0,0.042386554
3533,"[1, 0, 10, 0, 20, 32, 31, 6, 24, 30, 0, 5, 16, 17, 6]",0,0.042386357
31666,"[1, 0, 11, 0, 7, 26, 33, 28, 15, 3, 2, 32, 5, 15, 26, 24]",0,0.042385902
34004,"[1, 0, 8, 0, 23, 9, 10, 26, 31, 0, 25, 9, 22]",0,0.04238014
34180,"[0, 0, 8, 0, 21, 7, 0, 1, 3, 0, 1, 19, 13]",0,0.042378094
11809,"[1, 0, 13, 0, 22, 31, 32, 27, 29, 8, 7, 17, 20, 14, 3, 8, 25, 14]",0,0.04237375
7419,"[1, 0, 11, 0, 16, 27, 27, 29, 28, 32, 11, 1, 19, 23, 13, 27]",0,0.04237108
9501,"[0, 0, 3, 0, 18, 17, 16, 12]",0,0.042370982
28282,"[0, 1, 9, 0, 18, 17, 32, 7, 13, 24, 9, 2, 24, 20]",0,0.042365953
30683,"[1, 0, 9, 0, 3, 27, 33, 31, 19, 26, 6, 21, 19, 27]",0,0.042364772
24222,"[0, 0, 4, 0, 19, 23, 14, 15, 22]",0,0.042359173
36895,"[1, 0, 11, 0, 26, 17, 9, 25, 20, 19, 24, 24, 14, 12, 15, 16]",0,0.042354375
15082,"[0, 1, 7, 0, 13, 30, 24, 26, 3, 11, 30, 5]",0,0.04235063
28806,"[0, 1, 14, 1, 2, 30, 26, 18, 10, 29, 33, 32, 22, 30, 27, 21, 13, 17, 22]",0,0.04234599
32381,"[1, 0, 7, 0, 17, 27, 24, 14, 12, 8, 30, 16]",0,0.042338535
17853,"[1, 0, 9, 0, 13, 27, 31, 1, 22, 32, 32, 28, 3, 11]",0,0.04233827
29754,"[1, 0, 10, 0, 7, 0, 33, 32, 8, 30, 7, 30, 21, 24, 24]",0,0.04233826
2053,"[1, 0, 11, 0, 17, 32, 29, 1, 10, 4, 6, 16, 13, 23, 8, 20]",0,0.042336546
8136,"[0, 1, 11, 0, 3, 30, 33, 29, 32, 26, 23, 9, 21, 1, 1, 24]",0,0.042336266
36231,"[0, 1, 8, 0, 8, 30, 28, 31, 27, 6, 9, 16, 20]",0,0.042332124
29441,"[0, 0, 7, 0, 27, 0, 25, 3, 22, 22, 7, 8]",0,0.0423251
15762,"[0, 0, 16, 1, 21, 28, 29, 27, 32, 31, 17, 33, 27, 5, 26, 32, 27, 26, 18, 15, 19]",0,0.042321153
30894,"[1, 0, 7, 0, 5, 27, 8, 0, 12, 9, 20, 5]",0,0.042316146
12775,"[1, 0, 5, 0, 4, 17, 8, 32, 21, 12]",0,0.042314157
8868,"[1, 0, 8, 0, 8, 8, 26, 33, 21, 0, 2, 25, 15]",1,0.042309534
27259,"[0, 0, 8, 0, 25, 30, 27, 28, 25, 22, 13, 1, 3]",0,0.042305104
2397,"[0, 0, 10, 0, 18, 8, 21, 9, 9, 24, 25, 27, 5, 0, 5]",0,0.042305037
15763,"[0, 1, 8, 0, 5, 8, 0, 32, 33, 3, 20, 30, 24]",0,0.04230124
15879,"[0, 1, 10, 0, 10, 30, 31, 33, 6, 8, 21, 18, 22, 17, 15]",0,0.042300817
40523,"[0, 0, 2, 0, 21, 9, 15]",0,0.042284116
41418,"[1, 0, 10, 0, 4, 29, 8, 33, 17, 30, 25, 23, 21, 8, 27]",0,0.04228389
6320,"[1, 0, 9, 0, 24, 30, 26, 32, 28, 1, 32, 21, 14, 3]",0,0.042283412
10777,"[0, 1, 9, 0, 25, 23, 13, 11, 19, 12, 14, 6, 28, 7]",0,0.0422834
33851,"[0, 0, 12, 0, 32, 8, 31, 12, 18, 1, 13, 24, 26, 11, 16, 11, 25]",0,0.04228155
30422,"[0, 0, 11, 0, 22, 26, 16, 10, 30, 32, 27, 33, 33, 22, 1, 19]",0,0.042278565
37877,"[1, 0, 4, 0, 1, 25, 20, 3, 2]",0,0.042278122
33123,"[1, 1, 11, 0, 19, 0, 30, 26, 2, 27, 33, 16, 2, 12, 4, 23]",0,0.04226622
6696,"[0, 0, 9, 0, 8, 8, 26, 17, 11, 6, 22, 28, 31, 19]",0,0.042252075
13992,"[1, 1, 15, 0, 27, 29, 27, 20, 15, 33, 23, 8, 8, 33, 24, 1, 17, 25, 28, 9]",0,0.042247713
3566,"[0, 0, 11, 0, 19, 26, 31, 7, 23, 15, 15, 7, 29, 30, 6, 29]",0,0.042245768
6192,"[0, 1, 8, 0, 12, 17, 0, 9, 20, 14, 6, 23, 22]",0,0.042241983
11862,"[0, 1, 5, 0, 17, 30, 3, 24, 23, 22]",0,0.042228434
8519,"[1, 0, 11, 0, 2, 1, 11, 11, 29, 21, 7, 30, 5, 31, 26, 3]",0,0.042226546
18168,"[0, 0, 11, 0, 5, 0, 10, 17, 13, 0, 15, 10, 27, 29, 9, 12]",0,0.042224143
21282,"[0, 0, 9, 0, 25, 30, 0, 33, 6, 13, 12, 11, 7, 10]",0,0.042217374
34914,"[1, 0, 12, 1, 26, 27, 9, 18, 25, 22, 13, 9, 32, 3, 3, 9, 11]",0,0.0422137
8155,"[0, 0, 10, 0, 15, 28, 27, 32, 18, 24, 25, 12, 4, 7, 8]",0,0.042213444
3818,"[1, 0, 10, 0, 19, 33, 27, 12, 11, 25, 16, 11, 25, 14, 18]",0,0.042210627
4144,"[1, 1, 9, 0, 10, 7, 14, 12, 9, 13, 4, 2, 6, 8]",0,0.0422077
32596,"[0, 1, 8, 0, 23, 9, 33, 6, 20, 27, 2, 9, 5]",0,0.042207304
19560,"[0, 1, 5, 0, 7, 5, 19, 5, 17, 15]",0,0.04220354
8072,"[0, 0, 8, 0, 24, 30, 7, 10, 4, 4, 14, 14, 28]",0,0.042202543
18177,"[1, 0, 5, 0, 17, 23, 26, 17, 5, 20]",0,0.04219827
5872,"[1, 0, 7, 0, 3, 11, 14, 5, 27, 25, 13, 0]",0,0.042198215
5147,"[1, 0, 3, 0, 5, 16, 32, 13]",0,0.042191654
28716,"[0, 0, 12, 0, 5, 29, 28, 17, 17, 8, 24, 19, 32, 10, 9, 0, 22]",0,0.042188812
35059,"[0, 0, 11, 0, 6, 18, 12, 21, 28, 13, 29, 19, 27, 20, 4, 1]",0,0.04218221
40890,"[1, 1, 7, 0, 7, 2, 14, 20, 4, 16, 16, 4]",0,0.04218094
41817,"[1, 0, 9, 0, 18, 27, 32, 0, 30, 11, 3, 12, 17, 10]",0,0.04215956
35899,"[0, 0, 6, 0, 16, 11, 27, 30, 23, 21, 33]",0,0.042156797
41108,"[0, 0, 9, 0, 11, 27, 1, 31, 10, 6, 29, 3, 0, 13]",0,0.04215191
30351,"[0, 0, 11, 0, 4, 28, 29, 27, 18, 26, 24, 24, 5, 23, 9, 24]",0,0.042150453
22760,"[0, 0, 5, 0, 11, 9, 7, 27, 31, 2]",0,0.04214977
30699,"[0, 0, 5, 0, 22, 19, 14, 2, 31, 8]",0,0.04213919
10012,"[1, 0, 8, 0, 23, 19, 27, 33, 31, 5, 29, 18, 13]",0,0.042134795
35765,"[0, 0, 13, 0, 1, 33, 8, 19, 27, 15, 33, 24, 20, 18, 12, 16, 30, 27]",0,0.042126186
3910,"[1, 0, 10, 0, 28, 18, 23, 25, 31, 3, 3, 23, 28, 7, 7]",0,0.042123422
676,"[0, 0, 6, 0, 0, 16, 16, 21, 22, 23, 7]",1,0.04211919
17846,"[0, 0, 6, 0, 10, 9, 17, 24, 1, 12, 24]",0,0.04211434
11299,"[1, 0, 11, 0, 25, 29, 27, 26, 6, 10, 20, 9, 15, 15, 17, 26]",0,0.042108618
40790,"[0, 0, 2, 0, 33, 0, 3]",0,0.042105246
5614,"[0, 0, 8, 0, 33, 4, 12, 14, 10, 3, 13, 29, 16]",0,0.04209565
36293,"[0, 1, 6, 0, 3, 17, 22, 6, 6, 3, 16]",1,0.042094033
40360,"[1, 0, 11, 0, 7, 31, 33, 29, 30, 23, 9, 18, 21, 5, 0, 27]",0,0.042084966
35125,"[0, 1, 11, 0, 11, 8, 22, 29, 17, 11, 0, 28, 20, 32, 4, 24]",0,0.0420768
33833,"[0, 0, 8, 0, 23, 17, 30, 32, 7, 15, 10, 13, 22]",0,0.042074557
23486,"[0, 0, 7, 0, 28, 9, 16, 0, 4, 12, 5, 12]",0,0.04207413
1972,"[0, 1, 11, 0, 31, 28, 9, 18, 7, 12, 2, 11, 19, 1, 4, 25]",0,0.04207068
30273,"[1, 0, 8, 0, 31, 17, 0, 14, 22, 4, 2, 6, 20]",0,0.042061858
31911,"[0, 0, 3, 0, 30, 9, 12, 18]",0,0.04205113
2231,"[0, 0, 10, 0, 4, 28, 29, 33, 31, 27, 1, 14, 20, 17, 12]",0,0.042048257
17584,"[0, 0, 7, 0, 15, 19, 12, 18, 3, 11, 20, 28]",0,0.04204723
41597,"[0, 0, 4, 0, 14, 0, 12, 14, 28]",0,0.04203801
5121,"[1, 1, 10, 0, 23, 28, 27, 6, 2, 6, 33, 33, 7, 15, 0]",0,0.042023595
9966,"[1, 0, 4, 0, 16, 17, 24, 12, 3]",1,0.04201462
24147,"[1, 0, 11, 0, 31, 26, 22, 19, 24, 15, 16, 21, 22, 18, 13, 10]",0,0.042012
24993,"[1, 0, 10, 0, 0, 29, 19, 18, 1, 8, 20, 0, 14, 20, 12]",0,0.042010244
34982,"[1, 0, 12, 0, 31, 26, 0, 9, 31, 4, 28, 2, 14, 13, 10, 1, 27]",0,0.042004805
8950,"[0, 0, 6, 0, 16, 18, 1, 30, 25, 6, 3]",0,0.042002954
8536,"[1, 0, 5, 0, 29, 23, 1, 24, 21, 33]",0,0.041997924
6440,"[1, 0, 9, 0, 6, 27, 31, 32, 0, 25, 16, 24, 6, 6]",0,0.041994184
10527,"[0, 0, 12, 0, 18, 17, 16, 8, 4, 4, 5, 22, 31, 27, 30, 13, 30]",0,0.041989937
38474,"[1, 0, 9, 0, 26, 27, 29, 17, 32, 10, 1, 0, 22, 12]",0,0.041984633
27445,"[1, 0, 4, 0, 1, 8, 19, 5, 14]",0,0.041981276
18280,"[1, 0, 12, 1, 33, 33, 26, 12, 5, 5, 33, 2, 31, 21, 19, 7, 9]",0,0.04197876
20286,"[0, 0, 11, 0, 23, 28, 27, 18, 6, 15, 17, 11, 25, 32, 7, 16]",0,0.041972578
5250,"[0, 0, 8, 0, 26, 30, 26, 28, 27, 13, 2, 9, 21]",0,0.041969556
23774,"[0, 0, 10, 0, 25, 30, 27, 18, 11, 9, 2, 6, 18, 3, 12]",0,0.041959956
35067,"[1, 0, 8, 0, 25, 0, 27, 31, 16, 0, 6, 21, 23]",0,0.04195265
38942,"[0, 0, 11, 0, 25, 8, 25, 7, 32, 4, 33, 6, 30, 26, 28, 15]",0,0.041952368
18404,"[1, 0, 4, 0, 29, 1, 3, 5, 6]",0,0.041947227
26685,"[1, 0, 11, 0, 26, 26, 27, 30, 17, 19, 8, 23, 4, 9, 4, 6]",0,0.04194478
27108,"[0, 0, 6, 0, 29, 0, 15, 15, 17, 6, 30]",0,0.04194421
35971,"[1, 0, 10, 0, 21, 18, 27, 0, 31, 28, 21, 1, 32, 15, 3]",0,0.041932363
1261,"[0, 0, 12, 0, 6, 31, 29, 31, 10, 2, 12, 26, 26, 19, 6, 26, 3]",0,0.041926805
33229,"[0, 0, 9, 0, 4, 30, 27, 16, 11, 10, 6, 29, 23, 33]",0,0.041924853
32175,"[1, 0, 4, 0, 13, 18, 28, 12, 12]",0,0.0419242
24385,"[0, 0, 8, 0, 16, 29, 9, 32, 13, 8, 3, 13, 25]",0,0.04192045
10768,"[0, 0, 8, 0, 21, 29, 32, 33, 27, 30, 0, 23, 23]",0,0.0419165
6973,"[1, 1, 10, 0, 11, 30, 31, 22, 31, 26, 11, 19, 22, 33, 15]",0,0.041899484
40595,"[0, 0, 8, 0, 7, 30, 17, 8, 28, 31, 5, 4, 11]",0,0.04189938
5939,"[1, 0, 8, 0, 31, 27, 26, 8, 28, 9, 0, 21, 12]",0,0.041893173
4714,"[1, 0, 8, 0, 25, 33, 20, 17, 18, 25, 23, 22, 6]",1,0.04188821
28296,"[0, 0, 8, 0, 23, 28, 27, 30, 19, 22, 18, 18, 22]",0,0.04188667
15970,"[1, 0, 10, 0, 7, 17, 27, 18, 31, 2, 22, 12, 29, 11, 25]",0,0.04188149
24753,"[0, 0, 10, 0, 15, 30, 27, 8, 20, 5, 7, 0, 1, 0, 12]",0,0.041877873
39930,"[1, 0, 6, 0, 25, 0, 32, 11, 9, 12, 23]",0,0.04187651
31657,"[0, 0, 12, 0, 10, 29, 29, 1, 3, 24, 14, 20, 24, 16, 32, 12, 0]",0,0.041872624
20029,"[1, 1, 9, 0, 28, 9, 32, 8, 18, 2, 24, 22, 12, 2]",0,0.041866895
25636,"[1, 1, 7, 0, 11, 28, 14, 11, 4, 26, 0, 22]",0,0.04186616
39885,"[0, 0, 10, 1, 18, 28, 29, 30, 27, 10, 18, 25, 22, 31, 2]",0,0.041861624
21451,"[1, 1, 11, 0, 25, 8, 19, 21, 28, 10, 29, 12, 20, 4, 7, 20]",0,0.04185777
26844,"[1, 1, 8, 0, 13, 16, 3, 10, 19, 22, 27, 17, 24]",0,0.041857466
39063,"[1, 1, 8, 0, 18, 22, 12, 28, 6, 3, 2, 6, 32]",0,0.04185237
1239,"[0, 0, 7, 0, 13, 9, 27, 28, 31, 12, 4, 23]",0,0.0418522
29530,"[0, 0, 10, 0, 23, 26, 26, 19, 21, 10, 33, 30, 26, 30, 11]",0,0.04185157
15928,"[0, 0, 14, 0, 29, 29, 17, 28, 8, 5, 23, 23, 24, 21, 20, 19, 18, 22, 8]",1,0.041846864
32833,"[0, 0, 9, 0, 24, 28, 30, 29, 0, 6, 3, 19, 18, 5]",0,0.041842896
15872,"[1, 0, 3, 0, 9, 9, 25, 12]",0,0.04183174
11685,"[0, 0, 8, 0, 2, 26, 30, 30, 26, 31, 23, 21, 28]",0,0.041828826
22742,"[0, 0, 7, 0, 30, 28, 9, 23, 30, 2, 8, 6]",0,0.041823268
22997,"[1, 0, 6, 0, 4, 28, 12, 11, 7, 24, 10]",0,0.041822713
1169,"[1, 0, 5, 0, 21, 18, 20, 26, 13, 21]",0,0.04182107
17985,"[1, 0, 11, 0, 30, 29, 12, 7, 12, 12, 3, 28, 4, 9, 19, 27]",0,0.0418187
11264,"[0, 0, 4, 0, 4, 18, 21, 2, 27]",0,0.04181019
28030,"[1, 1, 8, 0, 27, 9, 19, 22, 10, 12, 23, 18, 23]",0,0.04180681
29076,"[1, 0, 8, 0, 3, 30, 27, 7, 24, 12, 3, 18, 1]",0,0.041789133
3548,"[0, 1, 10, 1, 15, 8, 1, 24, 17, 30, 33, 31, 7, 6, 6]",0,0.041788068
41504,"[1, 0, 12, 0, 27, 9, 17, 0, 0, 32, 20, 32, 7, 3, 23, 25, 6]",0,0.04178366
21654,"[1, 0, 11, 0, 19, 26, 27, 18, 7, 1, 1, 0, 13, 15, 16, 15]",0,0.041783594
32169,"[1, 1, 13, 0, 24, 28, 31, 33, 10, 17, 22, 31, 0, 19, 4, 6, 7, 4]",0,0.041780952
1193,"[0, 0, 14, 1, 2, 28, 33, 27, 29, 31, 11, 30, 20, 23, 0, 28, 21, 32, 16]",0,0.041780446
11894,"[0, 0, 12, 0, 26, 0, 30, 29, 3, 21, 23, 31, 31, 17, 7, 15, 9]",0,0.041780274
34991,"[0, 0, 3, 0, 21, 9, 10, 6]",0,0.041779034
39019,"[1, 0, 10, 0, 1, 27, 9, 0, 8, 16, 12, 17, 24, 19, 25]",0,0.04177731
26229,"[0, 0, 3, 0, 15, 10, 20, 1]",0,0.04177577
40709,"[1, 0, 6, 0, 30, 17, 21, 17, 20, 6, 13]",0,0.0417704
35337,"[1, 0, 7, 0, 15, 5, 26, 8, 21, 3, 22, 17]",0,0.0417695
11055,"[0, 1, 14, 0, 25, 17, 9, 29, 7, 31, 33, 3, 18, 0, 6, 7, 3, 16, 16]",0,0.0417676
5162,"[1, 1, 11, 1, 17, 16, 7, 32, 32, 30, 1, 31, 13, 27, 2, 18]",0,0.0417643
11633,"[1, 1, 9, 0, 31, 29, 30, 26, 11, 2, 0, 10, 3, 13]",0,0.041762125
6287,"[0, 0, 8, 0, 16, 30, 7, 1, 30, 4, 11, 6, 16]",0,0.0417589
